,REF_DATE,GEO,Sex,Primary types of cancer ,Trends,Characteristics,UOM,SCALAR_FACTOR,VALUE
2829,2021,Canada (excluding Quebec),Males,Small intestine,Overall trend within the last ten years,Annual percent change (APC),Percentage,units,1.9
2830,2021,Canada (excluding Quebec),Males,Small intestine,Overall trend within the last ten years,Start year of period,Number,units,2011.0
2831,2021,Canada (excluding Quebec),Males,Small intestine,Overall trend within the last ten years,End year of period,Number,units,2020.0
2832,2021,Canada (excluding Quebec),Males,Colon and rectum,First trend,Annual percent change (APC),Percentage,units,-1.1
2833,2021,Canada (excluding Quebec),Males,Colon and rectum,First trend,Start year of period,Number,units,1984.0
2834,2021,Canada (excluding Quebec),Males,Colon and rectum,First trend,End year of period,Number,units,2005.0
2835,2021,Canada (excluding Quebec),Males,Colon and rectum,Second trend,Annual percent change (APC),Percentage,units,-2.4
2836,2021,Canada (excluding Quebec),Males,Colon and rectum,Second trend,Start year of period,Number,units,2005.0
2837,2021,Canada (excluding Quebec),Males,Colon and rectum,Second trend,End year of period,Number,units,2020.0
2838,2021,Canada (excluding Quebec),Males,Colon and rectum,Third trend,Annual percent change (APC),Percentage,units,
2839,2021,Canada (excluding Quebec),Males,Colon and rectum,Third trend,Start year of period,Number,units,
2840,2021,Canada (excluding Quebec),Males,Colon and rectum,Third trend,End year of period,Number,units,
2841,2021,Canada (excluding Quebec),Males,Colon and rectum,Fourth trend,Annual percent change (APC),Percentage,units,
2842,2021,Canada (excluding Quebec),Males,Colon and rectum,Fourth trend,Start year of period,Number,units,
2843,2021,Canada (excluding Quebec),Males,Colon and rectum,Fourth trend,End year of period,Number,units,
2844,2021,Canada (excluding Quebec),Males,Colon and rectum,Fifth trend,Annual percent change (APC),Percentage,units,
2845,2021,Canada (excluding Quebec),Males,Colon and rectum,Fifth trend,Start year of period,Number,units,
2846,2021,Canada (excluding Quebec),Males,Colon and rectum,Fifth trend,End year of period,Number,units,
2847,2021,Canada (excluding Quebec),Males,Colon and rectum,Latest trend,Annual percent change (APC),Percentage,units,-2.4
2848,2021,Canada (excluding Quebec),Males,Colon and rectum,Latest trend,Start year of period,Number,units,2005.0
2849,2021,Canada (excluding Quebec),Males,Colon and rectum,Latest trend,End year of period,Number,units,2020.0
2850,2021,Canada (excluding Quebec),Males,Colon and rectum,Overall trend since 1984,Annual percent change (APC),Percentage,units,-1.7
2851,2021,Canada (excluding Quebec),Males,Colon and rectum,Overall trend since 1984,Start year of period,Number,units,1984.0
2852,2021,Canada (excluding Quebec),Males,Colon and rectum,Overall trend since 1984,End year of period,Number,units,2020.0
2853,2021,Canada (excluding Quebec),Males,Colon and rectum,Overall trend within the last ten years,Annual percent change (APC),Percentage,units,-2.4
2854,2021,Canada (excluding Quebec),Males,Colon and rectum,Overall trend within the last ten years,Start year of period,Number,units,2011.0
2855,2021,Canada (excluding Quebec),Males,Colon and rectum,Overall trend within the last ten years,End year of period,Number,units,2020.0
2856,2021,Canada (excluding Quebec),Males,Colon excluding rectum,First trend,Annual percent change (APC),Percentage,units,-0.8
2857,2021,Canada (excluding Quebec),Males,Colon excluding rectum,First trend,Start year of period,Number,units,1984.0
2858,2021,Canada (excluding Quebec),Males,Colon excluding rectum,First trend,End year of period,Number,units,2003.0
2859,2021,Canada (excluding Quebec),Males,Colon excluding rectum,Second trend,Annual percent change (APC),Percentage,units,-3.5
2860,2021,Canada (excluding Quebec),Males,Colon excluding rectum,Second trend,Start year of period,Number,units,2003.0
2861,2021,Canada (excluding Quebec),Males,Colon excluding rectum,Second trend,End year of period,Number,units,2020.0
2862,2021,Canada (excluding Quebec),Males,Colon excluding rectum,Third trend,Annual percent change (APC),Percentage,units,
2863,2021,Canada (excluding Quebec),Males,Colon excluding rectum,Third trend,Start year of period,Number,units,
2864,2021,Canada (excluding Quebec),Males,Colon excluding rectum,Third trend,End year of period,Number,units,
2865,2021,Canada (excluding Quebec),Males,Colon excluding rectum,Fourth trend,Annual percent change (APC),Percentage,units,
2866,2021,Canada (excluding Quebec),Males,Colon excluding rectum,Fourth trend,Start year of period,Number,units,
2867,2021,Canada (excluding Quebec),Males,Colon excluding rectum,Fourth trend,End year of period,Number,units,
2868,2021,Canada (excluding Quebec),Males,Colon excluding rectum,Fifth trend,Annual percent change (APC),Percentage,units,
2869,2021,Canada (excluding Quebec),Males,Colon excluding rectum,Fifth trend,Start year of period,Number,units,
2870,2021,Canada (excluding Quebec),Males,Colon excluding rectum,Fifth trend,End year of period,Number,units,
2871,2021,Canada (excluding Quebec),Males,Colon excluding rectum,Latest trend,Annual percent change (APC),Percentage,units,-3.5
2872,2021,Canada (excluding Quebec),Males,Colon excluding rectum,Latest trend,Start year of period,Number,units,2003.0
2873,2021,Canada (excluding Quebec),Males,Colon excluding rectum,Latest trend,End year of period,Number,units,2020.0
2874,2021,Canada (excluding Quebec),Males,Colon excluding rectum,Overall trend since 1984,Annual percent change (APC),Percentage,units,-2.1
2875,2021,Canada (excluding Quebec),Males,Colon excluding rectum,Overall trend since 1984,Start year of period,Number,units,1984.0
2876,2021,Canada (excluding Quebec),Males,Colon excluding rectum,Overall trend since 1984,End year of period,Number,units,2020.0
2877,2021,Canada (excluding Quebec),Males,Colon excluding rectum,Overall trend within the last ten years,Annual percent change (APC),Percentage,units,-3.5
2878,2021,Canada (excluding Quebec),Males,Colon excluding rectum,Overall trend within the last ten years,Start year of period,Number,units,2011.0
2879,2021,Canada (excluding Quebec),Males,Colon excluding rectum,Overall trend within the last ten years,End year of period,Number,units,2020.0
2880,2021,Canada (excluding Quebec),Males,Rectum and rectosigmoid,First trend,Annual percent change (APC),Percentage,units,-3.0
2881,2021,Canada (excluding Quebec),Males,Rectum and rectosigmoid,First trend,Start year of period,Number,units,1984.0
2882,2021,Canada (excluding Quebec),Males,Rectum and rectosigmoid,First trend,End year of period,Number,units,1998.0
2883,2021,Canada (excluding Quebec),Males,Rectum and rectosigmoid,Second trend,Annual percent change (APC),Percentage,units,1.0
2884,2021,Canada (excluding Quebec),Males,Rectum and rectosigmoid,Second trend,Start year of period,Number,units,1998.0
2885,2021,Canada (excluding Quebec),Males,Rectum and rectosigmoid,Second trend,End year of period,Number,units,2020.0
2886,2021,Canada (excluding Quebec),Males,Rectum and rectosigmoid,Third trend,Annual percent change (APC),Percentage,units,
2887,2021,Canada (excluding Quebec),Males,Rectum and rectosigmoid,Third trend,Start year of period,Number,units,
2888,2021,Canada (excluding Quebec),Males,Rectum and rectosigmoid,Third trend,End year of period,Number,units,
2889,2021,Canada (excluding Quebec),Males,Rectum and rectosigmoid,Fourth trend,Annual percent change (APC),Percentage,units,
2890,2021,Canada (excluding Quebec),Males,Rectum and rectosigmoid,Fourth trend,Start year of period,Number,units,
2891,2021,Canada (excluding Quebec),Males,Rectum and rectosigmoid,Fourth trend,End year of period,Number,units,
2892,2021,Canada (excluding Quebec),Males,Rectum and rectosigmoid,Fifth trend,Annual percent change (APC),Percentage,units,
2893,2021,Canada (excluding Quebec),Males,Rectum and rectosigmoid,Fifth trend,Start year of period,Number,units,
2894,2021,Canada (excluding Quebec),Males,Rectum and rectosigmoid,Fifth trend,End year of period,Number,units,
2895,2021,Canada (excluding Quebec),Males,Rectum and rectosigmoid,Latest trend,Annual percent change (APC),Percentage,units,1.0
2896,2021,Canada (excluding Quebec),Males,Rectum and rectosigmoid,Latest trend,Start year of period,Number,units,1998.0
2897,2021,Canada (excluding Quebec),Males,Rectum and rectosigmoid,Latest trend,End year of period,Number,units,2020.0
2898,2021,Canada (excluding Quebec),Males,Rectum and rectosigmoid,Overall trend since 1984,Annual percent change (APC),Percentage,units,-0.6
2899,2021,Canada (excluding Quebec),Males,Rectum and rectosigmoid,Overall trend since 1984,Start year of period,Number,units,1984.0
2900,2021,Canada (excluding Quebec),Males,Rectum and rectosigmoid,Overall trend since 1984,End year of period,Number,units,2020.0
2901,2021,Canada (excluding Quebec),Males,Rectum and rectosigmoid,Overall trend within the last ten years,Annual percent change (APC),Percentage,units,1.0
2902,2021,Canada (excluding Quebec),Males,Rectum and rectosigmoid,Overall trend within the last ten years,Start year of period,Number,units,2011.0
2903,2021,Canada (excluding Quebec),Males,Rectum and rectosigmoid,Overall trend within the last ten years,End year of period,Number,units,2020.0
2904,2021,Canada (excluding Quebec),Males,"Anus, anal canal and anorectum",First trend,Annual percent change (APC),Percentage,units,2.5
2905,2021,Canada (excluding Quebec),Males,"Anus, anal canal and anorectum",First trend,Start year of period,Number,units,1984.0
2906,2021,Canada (excluding Quebec),Males,"Anus, anal canal and anorectum",First trend,End year of period,Number,units,2020.0
2907,2021,Canada (excluding Quebec),Males,"Anus, anal canal and anorectum",Second trend,Annual percent change (APC),Percentage,units,
2908,2021,Canada (excluding Quebec),Males,"Anus, anal canal and anorectum",Second trend,Start year of period,Number,units,
2909,2021,Canada (excluding Quebec),Males,"Anus, anal canal and anorectum",Second trend,End year of period,Number,units,
2910,2021,Canada (excluding Quebec),Males,"Anus, anal canal and anorectum",Third trend,Annual percent change (APC),Percentage,units,
2911,2021,Canada (excluding Quebec),Males,"Anus, anal canal and anorectum",Third trend,Start year of period,Number,units,
2912,2021,Canada (excluding Quebec),Males,"Anus, anal canal and anorectum",Third trend,End year of period,Number,units,
2913,2021,Canada (excluding Quebec),Males,"Anus, anal canal and anorectum",Fourth trend,Annual percent change (APC),Percentage,units,
2914,2021,Canada (excluding Quebec),Males,"Anus, anal canal and anorectum",Fourth trend,Start year of period,Number,units,
2915,2021,Canada (excluding Quebec),Males,"Anus, anal canal and anorectum",Fourth trend,End year of period,Number,units,
2916,2021,Canada (excluding Quebec),Males,"Anus, anal canal and anorectum",Fifth trend,Annual percent change (APC),Percentage,units,
2917,2021,Canada (excluding Quebec),Males,"Anus, anal canal and anorectum",Fifth trend,Start year of period,Number,units,
2918,2021,Canada (excluding Quebec),Males,"Anus, anal canal and anorectum",Fifth trend,End year of period,Number,units,
2919,2021,Canada (excluding Quebec),Males,"Anus, anal canal and anorectum",Latest trend,Annual percent change (APC),Percentage,units,2.5
2920,2021,Canada (excluding Quebec),Males,"Anus, anal canal and anorectum",Latest trend,Start year of period,Number,units,1984.0
2921,2021,Canada (excluding Quebec),Males,"Anus, anal canal and anorectum",Latest trend,End year of period,Number,units,2020.0
2922,2021,Canada (excluding Quebec),Males,"Anus, anal canal and anorectum",Overall trend since 1984,Annual percent change (APC),Percentage,units,2.5
2923,2021,Canada (excluding Quebec),Males,"Anus, anal canal and anorectum",Overall trend since 1984,Start year of period,Number,units,1984.0
2924,2021,Canada (excluding Quebec),Males,"Anus, anal canal and anorectum",Overall trend since 1984,End year of period,Number,units,2020.0
2925,2021,Canada (excluding Quebec),Males,"Anus, anal canal and anorectum",Overall trend within the last ten years,Annual percent change (APC),Percentage,units,2.5
2926,2021,Canada (excluding Quebec),Males,"Anus, anal canal and anorectum",Overall trend within the last ten years,Start year of period,Number,units,2011.0
2927,2021,Canada (excluding Quebec),Males,"Anus, anal canal and anorectum",Overall trend within the last ten years,End year of period,Number,units,2020.0
2928,2021,Canada (excluding Quebec),Males,Liver,First trend,Annual percent change (APC),Percentage,units,-1.3
2929,2021,Canada (excluding Quebec),Males,Liver,First trend,Start year of period,Number,units,1984.0
2930,2021,Canada (excluding Quebec),Males,Liver,First trend,End year of period,Number,units,1996.0
2931,2021,Canada (excluding Quebec),Males,Liver,Second trend,Annual percent change (APC),Percentage,units,3.8
2932,2021,Canada (excluding Quebec),Males,Liver,Second trend,Start year of period,Number,units,1996.0
2933,2021,Canada (excluding Quebec),Males,Liver,Second trend,End year of period,Number,units,2016.0
2934,2021,Canada (excluding Quebec),Males,Liver,Third trend,Annual percent change (APC),Percentage,units,-1.0
2935,2021,Canada (excluding Quebec),Males,Liver,Third trend,Start year of period,Number,units,2016.0
2936,2021,Canada (excluding Quebec),Males,Liver,Third trend,End year of period,Number,units,2020.0
2937,2021,Canada (excluding Quebec),Males,Liver,Fourth trend,Annual percent change (APC),Percentage,units,
2938,2021,Canada (excluding Quebec),Males,Liver,Fourth trend,Start year of period,Number,units,
2939,2021,Canada (excluding Quebec),Males,Liver,Fourth trend,End year of period,Number,units,
2940,2021,Canada (excluding Quebec),Males,Liver,Fifth trend,Annual percent change (APC),Percentage,units,
2941,2021,Canada (excluding Quebec),Males,Liver,Fifth trend,Start year of period,Number,units,
2942,2021,Canada (excluding Quebec),Males,Liver,Fifth trend,End year of period,Number,units,
2943,2021,Canada (excluding Quebec),Males,Liver,Latest trend,Annual percent change (APC),Percentage,units,-1.0
2944,2021,Canada (excluding Quebec),Males,Liver,Latest trend,Start year of period,Number,units,2016.0
2945,2021,Canada (excluding Quebec),Males,Liver,Latest trend,End year of period,Number,units,2020.0
